 
 1025  1025
 $r
 nr=1025
   1.10000E+00  1.10137E+00  1.10273E+00  1.10410E+00  1.10547E+00  1.10684E+00
   1.10820E+00  1.10957E+00  1.11094E+00  1.11230E+00  1.11367E+00  1.11504E+00
   1.11641E+00  1.11777E+00  1.11914E+00  1.12051E+00  1.12187E+00  1.12324E+00
   1.12461E+00  1.12598E+00  1.12734E+00  1.12871E+00  1.13008E+00  1.13145E+00
   1.13281E+00  1.13418E+00  1.13555E+00  1.13691E+00  1.13828E+00  1.13965E+00
   1.14102E+00  1.14238E+00  1.14375E+00  1.14512E+00  1.14648E+00  1.14785E+00
   1.14922E+00  1.15059E+00  1.15195E+00  1.15332E+00  1.15469E+00  1.15605E+00
   1.15742E+00  1.15879E+00  1.16016E+00  1.16152E+00  1.16289E+00  1.16426E+00
   1.16562E+00  1.16699E+00  1.16836E+00  1.16973E+00  1.17109E+00  1.17246E+00
   1.17383E+00  1.17520E+00  1.17656E+00  1.17793E+00  1.17930E+00  1.18066E+00
   1.18203E+00  1.18340E+00  1.18477E+00  1.18613E+00  1.18750E+00  1.18887E+00
   1.19023E+00  1.19160E+00  1.19297E+00  1.19434E+00  1.19570E+00  1.19707E+00
   1.19844E+00  1.19980E+00  1.20117E+00  1.20254E+00  1.20391E+00  1.20527E+00
   1.20664E+00  1.20801E+00  1.20938E+00  1.21074E+00  1.21211E+00  1.21348E+00
   1.21484E+00  1.21621E+00  1.21758E+00  1.21895E+00  1.22031E+00  1.22168E+00
   1.22305E+00  1.22441E+00  1.22578E+00  1.22715E+00  1.22852E+00  1.22988E+00
   1.23125E+00  1.23262E+00  1.23398E+00  1.23535E+00  1.23672E+00  1.23809E+00
   1.23945E+00  1.24082E+00  1.24219E+00  1.24355E+00  1.24492E+00  1.24629E+00
   1.24766E+00  1.24902E+00  1.25039E+00  1.25176E+00  1.25313E+00  1.25449E+00
   1.25586E+00  1.25723E+00  1.25859E+00  1.25996E+00  1.26133E+00  1.26270E+00
   1.26406E+00  1.26543E+00  1.26680E+00  1.26816E+00  1.26953E+00  1.27090E+00
   1.27227E+00  1.27363E+00  1.27500E+00  1.27637E+00  1.27773E+00  1.27910E+00
   1.28047E+00  1.28184E+00  1.28320E+00  1.28457E+00  1.28594E+00  1.28730E+00
   1.28867E+00  1.29004E+00  1.29141E+00  1.29277E+00  1.29414E+00  1.29551E+00
   1.29688E+00  1.29824E+00  1.29961E+00  1.30098E+00  1.30234E+00  1.30371E+00
   1.30508E+00  1.30645E+00  1.30781E+00  1.30918E+00  1.31055E+00  1.31191E+00
   1.31328E+00  1.31465E+00  1.31602E+00  1.31738E+00  1.31875E+00  1.32012E+00
   1.32148E+00  1.32285E+00  1.32422E+00  1.32559E+00  1.32695E+00  1.32832E+00
   1.32969E+00  1.33105E+00  1.33242E+00  1.33379E+00  1.33516E+00  1.33652E+00
   1.33789E+00  1.33926E+00  1.34062E+00  1.34199E+00  1.34336E+00  1.34473E+00
   1.34609E+00  1.34746E+00  1.34883E+00  1.35020E+00  1.35156E+00  1.35293E+00
   1.35430E+00  1.35566E+00  1.35703E+00  1.35840E+00  1.35977E+00  1.36113E+00
   1.36250E+00  1.36387E+00  1.36523E+00  1.36660E+00  1.36797E+00  1.36934E+00
   1.37070E+00  1.37207E+00  1.37344E+00  1.37480E+00  1.37617E+00  1.37754E+00
   1.37891E+00  1.38027E+00  1.38164E+00  1.38301E+00  1.38437E+00  1.38574E+00
   1.38711E+00  1.38848E+00  1.38984E+00  1.39121E+00  1.39258E+00  1.39395E+00
   1.39531E+00  1.39668E+00  1.39805E+00  1.39941E+00  1.40078E+00  1.40215E+00
   1.40352E+00  1.40488E+00  1.40625E+00  1.40762E+00  1.40898E+00  1.41035E+00
   1.41172E+00  1.41309E+00  1.41445E+00  1.41582E+00  1.41719E+00  1.41855E+00
   1.41992E+00  1.42129E+00  1.42266E+00  1.42402E+00  1.42539E+00  1.42676E+00
   1.42813E+00  1.42949E+00  1.43086E+00  1.43223E+00  1.43359E+00  1.43496E+00
   1.43633E+00  1.43770E+00  1.43906E+00  1.44043E+00  1.44180E+00  1.44316E+00
   1.44453E+00  1.44590E+00  1.44727E+00  1.44863E+00  1.45000E+00  1.45137E+00
   1.45273E+00  1.45410E+00  1.45547E+00  1.45684E+00  1.45820E+00  1.45957E+00
   1.46094E+00  1.46230E+00  1.46367E+00  1.46504E+00  1.46641E+00  1.46777E+00
   1.46914E+00  1.47051E+00  1.47188E+00  1.47324E+00  1.47461E+00  1.47598E+00
   1.47734E+00  1.47871E+00  1.48008E+00  1.48145E+00  1.48281E+00  1.48418E+00
   1.48555E+00  1.48691E+00  1.48828E+00  1.48965E+00  1.49102E+00  1.49238E+00
   1.49375E+00  1.49512E+00  1.49648E+00  1.49785E+00  1.49922E+00  1.50059E+00
   1.50195E+00  1.50332E+00  1.50469E+00  1.50605E+00  1.50742E+00  1.50879E+00
   1.51016E+00  1.51152E+00  1.51289E+00  1.51426E+00  1.51562E+00  1.51699E+00
   1.51836E+00  1.51973E+00  1.52109E+00  1.52246E+00  1.52383E+00  1.52520E+00
   1.52656E+00  1.52793E+00  1.52930E+00  1.53066E+00  1.53203E+00  1.53340E+00
   1.53477E+00  1.53613E+00  1.53750E+00  1.53887E+00  1.54023E+00  1.54160E+00
   1.54297E+00  1.54434E+00  1.54570E+00  1.54707E+00  1.54844E+00  1.54980E+00
   1.55117E+00  1.55254E+00  1.55391E+00  1.55527E+00  1.55664E+00  1.55801E+00
   1.55937E+00  1.56074E+00  1.56211E+00  1.56348E+00  1.56484E+00  1.56621E+00
   1.56758E+00  1.56895E+00  1.57031E+00  1.57168E+00  1.57305E+00  1.57441E+00
   1.57578E+00  1.57715E+00  1.57852E+00  1.57988E+00  1.58125E+00  1.58262E+00
   1.58398E+00  1.58535E+00  1.58672E+00  1.58809E+00  1.58945E+00  1.59082E+00
   1.59219E+00  1.59355E+00  1.59492E+00  1.59629E+00  1.59766E+00  1.59902E+00
   1.60039E+00  1.60176E+00  1.60312E+00  1.60449E+00  1.60586E+00  1.60723E+00
   1.60859E+00  1.60996E+00  1.61133E+00  1.61270E+00  1.61406E+00  1.61543E+00
   1.61680E+00  1.61816E+00  1.61953E+00  1.62090E+00  1.62227E+00  1.62363E+00
   1.62500E+00  1.62637E+00  1.62773E+00  1.62910E+00  1.63047E+00  1.63184E+00
   1.63320E+00  1.63457E+00  1.63594E+00  1.63730E+00  1.63867E+00  1.64004E+00
   1.64141E+00  1.64277E+00  1.64414E+00  1.64551E+00  1.64688E+00  1.64824E+00
   1.64961E+00  1.65098E+00  1.65234E+00  1.65371E+00  1.65508E+00  1.65645E+00
   1.65781E+00  1.65918E+00  1.66055E+00  1.66191E+00  1.66328E+00  1.66465E+00
   1.66602E+00  1.66738E+00  1.66875E+00  1.67012E+00  1.67148E+00  1.67285E+00
   1.67422E+00  1.67559E+00  1.67695E+00  1.67832E+00  1.67969E+00  1.68105E+00
   1.68242E+00  1.68379E+00  1.68516E+00  1.68652E+00  1.68789E+00  1.68926E+00
   1.69063E+00  1.69199E+00  1.69336E+00  1.69473E+00  1.69609E+00  1.69746E+00
   1.69883E+00  1.70020E+00  1.70156E+00  1.70293E+00  1.70430E+00  1.70566E+00
   1.70703E+00  1.70840E+00  1.70977E+00  1.71113E+00  1.71250E+00  1.71387E+00
   1.71523E+00  1.71660E+00  1.71797E+00  1.71934E+00  1.72070E+00  1.72207E+00
   1.72344E+00  1.72480E+00  1.72617E+00  1.72754E+00  1.72891E+00  1.73027E+00
   1.73164E+00  1.73301E+00  1.73438E+00  1.73574E+00  1.73711E+00  1.73848E+00
   1.73984E+00  1.74121E+00  1.74258E+00  1.74395E+00  1.74531E+00  1.74668E+00
   1.74805E+00  1.74941E+00  1.75078E+00  1.75215E+00  1.75352E+00  1.75488E+00
   1.75625E+00  1.75762E+00  1.75898E+00  1.76035E+00  1.76172E+00  1.76309E+00
   1.76445E+00  1.76582E+00  1.76719E+00  1.76855E+00  1.76992E+00  1.77129E+00
   1.77266E+00  1.77402E+00  1.77539E+00  1.77676E+00  1.77812E+00  1.77949E+00
   1.78086E+00  1.78223E+00  1.78359E+00  1.78496E+00  1.78633E+00  1.78770E+00
   1.78906E+00  1.79043E+00  1.79180E+00  1.79316E+00  1.79453E+00  1.79590E+00
   1.79727E+00  1.79863E+00  1.80000E+00  1.80137E+00  1.80273E+00  1.80410E+00
   1.80547E+00  1.80684E+00  1.80820E+00  1.80957E+00  1.81094E+00  1.81230E+00
   1.81367E+00  1.81504E+00  1.81641E+00  1.81777E+00  1.81914E+00  1.82051E+00
   1.82187E+00  1.82324E+00  1.82461E+00  1.82598E+00  1.82734E+00  1.82871E+00
   1.83008E+00  1.83145E+00  1.83281E+00  1.83418E+00  1.83555E+00  1.83691E+00
   1.83828E+00  1.83965E+00  1.84102E+00  1.84238E+00  1.84375E+00  1.84512E+00
   1.84648E+00  1.84785E+00  1.84922E+00  1.85059E+00  1.85195E+00  1.85332E+00
   1.85469E+00  1.85605E+00  1.85742E+00  1.85879E+00  1.86016E+00  1.86152E+00
   1.86289E+00  1.86426E+00  1.86563E+00  1.86699E+00  1.86836E+00  1.86973E+00
   1.87109E+00  1.87246E+00  1.87383E+00  1.87520E+00  1.87656E+00  1.87793E+00
   1.87930E+00  1.88066E+00  1.88203E+00  1.88340E+00  1.88477E+00  1.88613E+00
   1.88750E+00  1.88887E+00  1.89023E+00  1.89160E+00  1.89297E+00  1.89434E+00
   1.89570E+00  1.89707E+00  1.89844E+00  1.89980E+00  1.90117E+00  1.90254E+00
   1.90391E+00  1.90527E+00  1.90664E+00  1.90801E+00  1.90938E+00  1.91074E+00
   1.91211E+00  1.91348E+00  1.91484E+00  1.91621E+00  1.91758E+00  1.91895E+00
   1.92031E+00  1.92168E+00  1.92305E+00  1.92441E+00  1.92578E+00  1.92715E+00
   1.92852E+00  1.92988E+00  1.93125E+00  1.93262E+00  1.93398E+00  1.93535E+00
   1.93672E+00  1.93809E+00  1.93945E+00  1.94082E+00  1.94219E+00  1.94355E+00
   1.94492E+00  1.94629E+00  1.94766E+00  1.94902E+00  1.95039E+00  1.95176E+00
   1.95312E+00  1.95449E+00  1.95586E+00  1.95723E+00  1.95859E+00  1.95996E+00
   1.96133E+00  1.96270E+00  1.96406E+00  1.96543E+00  1.96680E+00  1.96816E+00
   1.96953E+00  1.97090E+00  1.97227E+00  1.97363E+00  1.97500E+00  1.97637E+00
   1.97773E+00  1.97910E+00  1.98047E+00  1.98184E+00  1.98320E+00  1.98457E+00
   1.98594E+00  1.98730E+00  1.98867E+00  1.99004E+00  1.99141E+00  1.99277E+00
   1.99414E+00  1.99551E+00  1.99687E+00  1.99824E+00  1.99961E+00  2.00098E+00
   2.00234E+00  2.00371E+00  2.00508E+00  2.00645E+00  2.00781E+00  2.00918E+00
   2.01055E+00  2.01191E+00  2.01328E+00  2.01465E+00  2.01602E+00  2.01738E+00
   2.01875E+00  2.02012E+00  2.02148E+00  2.02285E+00  2.02422E+00  2.02559E+00
   2.02695E+00  2.02832E+00  2.02969E+00  2.03105E+00  2.03242E+00  2.03379E+00
   2.03516E+00  2.03652E+00  2.03789E+00  2.03926E+00  2.04062E+00  2.04199E+00
   2.04336E+00  2.04473E+00  2.04609E+00  2.04746E+00  2.04883E+00  2.05020E+00
   2.05156E+00  2.05293E+00  2.05430E+00  2.05566E+00  2.05703E+00  2.05840E+00
   2.05977E+00  2.06113E+00  2.06250E+00  2.06387E+00  2.06523E+00  2.06660E+00
   2.06797E+00  2.06934E+00  2.07070E+00  2.07207E+00  2.07344E+00  2.07480E+00
   2.07617E+00  2.07754E+00  2.07891E+00  2.08027E+00  2.08164E+00  2.08301E+00
   2.08438E+00  2.08574E+00  2.08711E+00  2.08848E+00  2.08984E+00  2.09121E+00
   2.09258E+00  2.09395E+00  2.09531E+00  2.09668E+00  2.09805E+00  2.09941E+00
   2.10078E+00  2.10215E+00  2.10352E+00  2.10488E+00  2.10625E+00  2.10762E+00
   2.10898E+00  2.11035E+00  2.11172E+00  2.11309E+00  2.11445E+00  2.11582E+00
   2.11719E+00  2.11855E+00  2.11992E+00  2.12129E+00  2.12266E+00  2.12402E+00
   2.12539E+00  2.12676E+00  2.12812E+00  2.12949E+00  2.13086E+00  2.13223E+00
   2.13359E+00  2.13496E+00  2.13633E+00  2.13770E+00  2.13906E+00  2.14043E+00
   2.14180E+00  2.14316E+00  2.14453E+00  2.14590E+00  2.14727E+00  2.14863E+00
   2.15000E+00  2.15137E+00  2.15273E+00  2.15410E+00  2.15547E+00  2.15684E+00
   2.15820E+00  2.15957E+00  2.16094E+00  2.16230E+00  2.16367E+00  2.16504E+00
   2.16641E+00  2.16777E+00  2.16914E+00  2.17051E+00  2.17188E+00  2.17324E+00
   2.17461E+00  2.17598E+00  2.17734E+00  2.17871E+00  2.18008E+00  2.18145E+00
   2.18281E+00  2.18418E+00  2.18555E+00  2.18691E+00  2.18828E+00  2.18965E+00
   2.19102E+00  2.19238E+00  2.19375E+00  2.19512E+00  2.19648E+00  2.19785E+00
   2.19922E+00  2.20059E+00  2.20195E+00  2.20332E+00  2.20469E+00  2.20605E+00
   2.20742E+00  2.20879E+00  2.21016E+00  2.21152E+00  2.21289E+00  2.21426E+00
   2.21563E+00  2.21699E+00  2.21836E+00  2.21973E+00  2.22109E+00  2.22246E+00
   2.22383E+00  2.22520E+00  2.22656E+00  2.22793E+00  2.22930E+00  2.23066E+00
   2.23203E+00  2.23340E+00  2.23477E+00  2.23613E+00  2.23750E+00  2.23887E+00
   2.24023E+00  2.24160E+00  2.24297E+00  2.24434E+00  2.24570E+00  2.24707E+00
   2.24844E+00  2.24980E+00  2.25117E+00  2.25254E+00  2.25391E+00  2.25527E+00
   2.25664E+00  2.25801E+00  2.25937E+00  2.26074E+00  2.26211E+00  2.26348E+00
